epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
34,0.9956438541412354,0.3145824074745178,0.03453186899423599,1e-04,0.9892385005950928,0.8914121389389038,0.994580090045929,0.21109166741371155,0.04118781164288521,0.9947516918182373,0.683684766292572
35,0.9955586791038513,0.3167698085308075,0.03402039408683777,1e-04,0.9878019094467163,0.8828927278518677,0.994396984577179,0.2146099954843521,0.040563397109508514,0.9939246773719788,0.6809101104736328
36,0.9956187605857849,0.3197959065437317,0.033293962478637695,1e-04,0.9917140603065491,0.8786741495132446,0.995532214641571,0.24462971091270447,0.03641406074166298,0.9960587620735168,0.7713651657104492
37,0.9957083463668823,0.3272908329963684,0.03239112347364426,1e-04,0.9930738806724548,0.8876592516899109,0.9954141974449158,0.24969807267189026,0.03570454567670822,0.9864724278450012,0.7891231775283813
38,0.9956985116004944,0.33301010727882385,0.031680960208177567,1e-04,0.9926716089248657,0.8868374228477478,0.9956217408180237,0.26098188757896423,0.03423633053898811,0.9898028373718262,0.8079911470413208
39,0.9957550764083862,0.33769574761390686,0.03090892918407917,1e-04,0.9945921301841736,0.886700451374054,0.9957193732261658,0.2659688889980316,0.03337038308382034,0.9928401112556458,0.8079911470413208
40,0.9957974553108215,0.34382954239845276,0.030178971588611603,1e-04,0.995319664478302,0.8913025856018066,0.9957967400550842,0.2743338942527771,0.032221581786870956,0.993554949760437,0.8127080798149109
41,0.9958062767982483,0.348842054605484,0.029551921412348747,1e-04,0.995745062828064,0.8910834193229675,0.9956909418106079,0.2803143262863159,0.03143928200006485,0.9882550239562988,0.8171476125717163
42,0.9957870841026306,0.35315465927124023,0.02902892418205738,1e-04,0.9951343536376953,0.8908094763755798,0.9956868290901184,0.28528666496276855,0.0307852104306221,0.9869565367698669,0.8188124299049377
43,0.9957998991012573,0.35738030076026917,0.028480123728513718,1e-04,0.9956152439117432,0.889467179775238,0.9957682490348816,0.29200905561447144,0.030125482007861137,0.9865837693214417,0.8365705013275146
44,0.9957998991012573,0.3616287410259247,0.02793477289378643,1e-04,0.995762050151825,0.8882344961166382,0.9958699345588684,0.301550954580307,0.029144002124667168,0.9866327047348022,0.8601554036140442
45,0.9958141446113586,0.36614978313446045,0.027395013719797134,1e-04,0.9964686036109924,0.8889193534851074,0.9958821535110474,0.306760311126709,0.028752194717526436,0.9837550520896912,0.8737514019012451
46,0.9957870841026306,0.3706928491592407,0.026915233582258224,1e-04,0.9957669973373413,0.8892754316329956,0.9957682490348816,0.30970245599746704,0.02853485755622387,0.975519061088562,0.8734739422798157
47,0.9957388639450073,0.37395617365837097,0.026589270681142807,1e-04,0.9941501021385193,0.8891658782958984,0.9957967400550842,0.31253597140312195,0.02819841168820858,0.9777020812034607,0.8759711384773254
48,0.9957280158996582,0.37827199697494507,0.02615312859416008,1e-04,0.9923743009567261,0.8912203907966614,0.995898425579071,0.31632715463638306,0.027097512036561966,0.9937148690223694,0.8335183262825012
49,0.9957521557807922,0.3828713297843933,0.025707276538014412,1e-04,0.9933343529701233,0.8940145373344421,0.995776355266571,0.3124368190765381,0.026952672749757767,0.9951807260513306,0.8021642565727234
